#
# CITPC私用文字マッピングテーブル
#
# 更新履歴
#  2015-07-21 Ver1.0
#   初版
#  2018-05-31 Ver2.0
#   MJ文字情報一覧表Ver.005.01を参照し72文字のMJ文字図形名とその暫定私用コードを追加
#   MJ文字情報一覧表Ver.005.02を参照し2文字のMJ文字図形名とその暫定私用コードを追加
#
# MJ文字図形名	暫定私用コード
MJ018724	U+102104
MJ018728	U+102105
MJ018729	U+102106
MJ018732	U+102107
MJ018733	U+102108
MJ018734	U+102109
MJ018735	U+10210A
MJ018737	U+10210B
MJ018738	U+10210C
MJ018739	U+10210D
MJ018740	U+10210E
MJ018742	U+10210F
MJ018743	U+102110
MJ018750	U+102111
MJ018751	U+102112
MJ018752	U+102113
MJ018753	U+102114
MJ018754	U+102115
MJ018755	U+102116
MJ018758	U+102117
MJ018759	U+102118
MJ018760	U+102119
MJ018761	U+10211A
MJ018762	U+10211B
MJ018763	U+10211C
MJ018766	U+10211D
MJ018767	U+10211E
MJ018768	U+10211F
MJ018769	U+102120
MJ018770	U+102121
MJ018771	U+102122
MJ018772	U+102123
MJ018773	U+102124
MJ018774	U+102125
MJ018775	U+102126
MJ018776	U+102127
MJ018777	U+102128
MJ018778	U+102129
MJ018779	U+10212A
MJ018780	U+10212B
MJ018781	U+10212C
MJ018782	U+10212D
MJ018785	U+10212E
MJ018786	U+10212F
MJ018787	U+102130
MJ018788	U+102131
MJ018790	U+102132
MJ018791	U+102133
MJ018792	U+102134
MJ018793	U+102135
MJ018794	U+102136
MJ018795	U+102137
MJ018796	U+102138
MJ018797	U+102139
MJ018798	U+10213A
MJ018799	U+10213B
MJ018800	U+10213C
MJ018801	U+10213D
MJ018802	U+10213E
MJ018803	U+10213F
MJ018804	U+102140
MJ018806	U+102141
MJ018807	U+102142
MJ018808	U+102143
MJ018809	U+102144
MJ018810	U+102145
MJ018811	U+102146
MJ018813	U+102147
MJ018814	U+102148
MJ018815	U+102149
MJ018816	U+10214A
MJ018817	U+10214B
MJ018818	U+10214C
MJ018819	U+10214D
MJ018820	U+10214E
MJ018821	U+10214F
MJ018822	U+102150
MJ018823	U+102151
MJ018825	U+102152
MJ018828	U+102153
MJ018829	U+102154
MJ018833	U+102155
MJ018834	U+102156
MJ018835	U+102157
MJ018836	U+102158
MJ018838	U+102159
MJ018839	U+10215A
MJ018845	U+10215B
MJ018846	U+10215C
MJ018847	U+10215D
MJ018848	U+10215E
MJ018849	U+10215F
MJ018850	U+102160
MJ018851	U+102161
MJ018852	U+102162
MJ018853	U+102163
MJ018857	U+102164
MJ018858	U+102165
MJ018859	U+102166
MJ018860	U+102167
MJ018861	U+102168
MJ018862	U+102169
MJ018864	U+10216A
MJ018865	U+10216B
MJ018867	U+10216C
MJ018868	U+10216D
MJ018869	U+10216E
MJ018870	U+10216F
MJ018872	U+102170
MJ018873	U+102171
MJ018877	U+102172
MJ018878	U+102173
MJ018879	U+102174
MJ018880	U+102175
MJ018881	U+102176
MJ018885	U+102177
MJ018886	U+102178
MJ018887	U+102179
MJ018888	U+10217A
MJ018889	U+10217B
MJ018890	U+10217C
MJ018891	U+10217D
MJ018894	U+10217E
MJ018895	U+10217F
MJ018896	U+102180
MJ018897	U+102181
MJ018900	U+102182
MJ018901	U+102183
MJ018902	U+102184
MJ018903	U+102185
MJ018905	U+102186
MJ018906	U+102187
MJ018907	U+102188
MJ018908	U+102189
MJ018909	U+10218A
MJ018910	U+10218B
MJ018911	U+10218C
MJ018912	U+10218D
MJ018913	U+10218E
MJ018914	U+10218F
MJ018915	U+102190
MJ018916	U+102191
MJ018917	U+102192
MJ018918	U+102193
MJ018919	U+102194
MJ018920	U+102195
MJ018921	U+102196
MJ018922	U+102197
MJ018927	U+102198
MJ018928	U+102199
MJ018929	U+10219A
MJ018930	U+10219B
MJ018935	U+10219C
MJ018936	U+10219D
MJ018937	U+10219E
MJ018938	U+10219F
MJ018944	U+1021A0
MJ018945	U+1021A1
MJ018948	U+1021A2
MJ018949	U+1021A3
MJ018950	U+1021A4
MJ018951	U+1021A5
MJ018952	U+1021A6
MJ018953	U+1021A7
MJ018954	U+1021A8
MJ018955	U+1021A9
MJ018956	U+1021AA
MJ018957	U+1021AB
MJ018958	U+1021AC
MJ018959	U+1021AD
MJ018960	U+1021AE
MJ018961	U+1021AF
MJ018962	U+1021B0
MJ018963	U+1021B1
MJ018964	U+1021B2
MJ018965	U+1021B3
MJ018968	U+1021B4
MJ018969	U+1021B5
MJ018970	U+1021B6
MJ018971	U+1021B7
MJ018972	U+1021B8
MJ018974	U+1021B9
MJ018975	U+1021BA
MJ018976	U+1021BB
MJ018977	U+1021BC
MJ018981	U+1021BD
MJ018982	U+1021BE
MJ018985	U+1021BF
MJ018986	U+1021C0
MJ018988	U+1021C1
MJ018989	U+1021C2
MJ019032	U+1021C3
MJ019033	U+1021C4
MJ019046	U+1021C5
MJ019047	U+1021C6
MJ019067	U+1021C7
MJ019071	U+1021C8
MJ019072	U+1021C9
MJ019074	U+1021CA
MJ019075	U+1021CB
MJ019077	U+1021CC
MJ019078	U+1021CD
MJ019088	U+1021CE
MJ019089	U+1021CF
MJ019094	U+1021D0
MJ019095	U+1021D1
MJ019099	U+1021D2
MJ019100	U+1021D3
MJ019105	U+1021D4
MJ019106	U+1021D5
MJ019107	U+1021D6
MJ019117	U+1021D7
MJ019118	U+1021D8
MJ019119	U+1021D9
MJ019122	U+1021DA
MJ019123	U+1021DB
MJ019130	U+1021DC
MJ019131	U+1021DD
MJ019133	U+1021DE
MJ019134	U+1021DF
MJ019135	U+1021E0
MJ019138	U+1021E1
MJ019139	U+1021E2
MJ019140	U+1021E3
MJ019142	U+1021E4
MJ019150	U+1021E5
MJ019151	U+1021E6
MJ019153	U+1021E7
MJ019154	U+1021E8
MJ019159	U+1021E9
MJ019160	U+1021EA
MJ019161	U+1021EB
MJ019167	U+1021EC
MJ019168	U+1021ED
MJ019169	U+1021EE
MJ019175	U+1021EF
MJ019176	U+1021F0
MJ019178	U+1021F1
MJ019179	U+1021F2
MJ019181	U+1021F3
MJ019182	U+1021F4
MJ019183	U+1021F5
MJ019184	U+1021F6
MJ019191	U+1021F7
MJ019192	U+1021F8
MJ019194	U+1021F9
MJ019195	U+1021FA
MJ019199	U+1021FB
MJ019203	U+1021FC
MJ019204	U+1021FD
MJ019210	U+1021FE
MJ019211	U+1021FF
MJ019216	U+102200
MJ019217	U+102201
MJ019218	U+102202
MJ019219	U+102203
MJ019221	U+102204
MJ019230	U+102205
MJ019231	U+102206
MJ019240	U+102207
MJ019241	U+102208
MJ019242	U+102209
MJ019243	U+10220A
MJ019244	U+10220B
MJ019245	U+10220C
MJ019248	U+10220D
MJ019249	U+10220E
MJ019262	U+10220F
MJ019263	U+102210
MJ019266	U+102211
MJ019267	U+102212
MJ019268	U+102213
MJ019269	U+102214
MJ019271	U+102215
MJ019272	U+102216
MJ019278	U+102217
MJ019279	U+102218
MJ019280	U+102219
MJ019281	U+10221A
MJ019288	U+10221B
MJ019289	U+10221C
MJ019293	U+10221D
MJ019294	U+10221E
MJ019299	U+10221F
MJ019300	U+102220
MJ019304	U+102221
MJ019305	U+102222
MJ019320	U+102223
MJ019321	U+102224
MJ019330	U+102225
MJ019331	U+102226
MJ019332	U+102227
MJ019333	U+102228
MJ019336	U+102229
MJ019337	U+10222A
MJ019339	U+10222B
MJ019340	U+10222C
MJ019346	U+10222D
MJ019347	U+10222E
MJ019349	U+10222F
MJ019350	U+102230
MJ019351	U+102231
MJ019352	U+102232
MJ019355	U+102233
MJ019356	U+102234
MJ019380	U+102235
MJ019381	U+102236
MJ019382	U+102237
MJ019391	U+102238
MJ019450	U+102239
MJ019451	U+10223A
MJ019456	U+10223B
MJ019457	U+10223C
MJ019458	U+10223D
MJ019482	U+10223E
MJ019483	U+10223F
MJ019484	U+102240
MJ019485	U+102241
MJ019490	U+102242
MJ019491	U+102243
MJ019494	U+102244
MJ019495	U+102245
MJ019496	U+102246
MJ019518	U+102247
MJ019519	U+102248
MJ019520	U+102249
MJ019521	U+10224A
MJ019523	U+10224B
MJ019524	U+10224C
MJ019531	U+10224D
MJ019532	U+10224E
MJ019534	U+10224F
MJ019535	U+102250
MJ019536	U+102251
MJ019537	U+102252
MJ019539	U+102253
MJ019540	U+102254
MJ019541	U+102255
MJ019542	U+102256
MJ019543	U+102257
MJ019545	U+102258
MJ019546	U+102259
MJ019553	U+10225A
MJ019554	U+10225B
MJ019555	U+10225C
MJ019556	U+10225D
MJ019567	U+10225E
MJ019568	U+10225F
MJ019576	U+102260
MJ019577	U+102261
MJ019582	U+102262
MJ019583	U+102263
MJ019584	U+102264
MJ019586	U+102265
MJ019587	U+102266
MJ019589	U+102267
MJ019590	U+102268
MJ019592	U+102269
MJ019593	U+10226A
MJ019610	U+10226B
MJ019611	U+10226C
MJ019614	U+10226D
MJ019615	U+10226E
MJ019618	U+10226F
MJ019619	U+102270
MJ019634	U+102271
MJ019635	U+102272
MJ019636	U+102273
MJ019637	U+102274
MJ019640	U+102275
MJ019641	U+102276
MJ019642	U+102277
MJ019649	U+102278
MJ019650	U+102279
MJ019661	U+10227A
MJ019662	U+10227B
MJ019663	U+10227C
MJ019673	U+10227D
MJ019674	U+10227E
MJ019675	U+10227F
MJ019685	U+102280
MJ019686	U+102281
MJ019694	U+102282
MJ019695	U+102283
MJ019698	U+102284
MJ019699	U+102285
MJ019700	U+102286
MJ019701	U+102287
MJ019707	U+102288
MJ019708	U+102289
MJ019710	U+10228A
MJ019711	U+10228B
MJ019717	U+10228C
MJ019718	U+10228D
MJ019721	U+10228E
MJ019722	U+10228F
MJ019723	U+102290
MJ019724	U+102291
MJ019725	U+102292
MJ019730	U+102293
MJ019731	U+102294
MJ019738	U+102295
MJ019739	U+102296
MJ019740	U+102297
MJ019741	U+102298
MJ019742	U+102299
MJ019743	U+10229A
MJ019744	U+10229B
MJ019745	U+10229C
MJ019752	U+10229D
MJ019753	U+10229E
MJ019754	U+10229F
MJ019759	U+1022A0
MJ019760	U+1022A1
MJ019763	U+1022A2
MJ019764	U+1022A3
MJ019765	U+1022A4
MJ019766	U+1022A5
MJ019767	U+1022A6
MJ019768	U+1022A7
MJ019775	U+1022A8
MJ019776	U+1022A9
MJ019777	U+1022AA
MJ019778	U+1022AB
MJ019779	U+1022AC
MJ019780	U+1022AD
MJ019781	U+1022AE
MJ019782	U+1022AF
MJ019784	U+1022B0
MJ019785	U+1022B1
MJ019788	U+1022B2
MJ019789	U+1022B3
MJ019801	U+1022B4
MJ019802	U+1022B5
MJ019805	U+1022B6
MJ019806	U+1022B7
MJ019807	U+1022B8
MJ019811	U+1022B9
MJ019812	U+1022BA
MJ019819	U+1022BB
MJ019820	U+1022BC
MJ019827	U+1022BD
MJ019828	U+1022BE
MJ019832	U+1022BF
MJ019833	U+1022C0
MJ019849	U+1022C1
MJ019851	U+1022C2
MJ019852	U+1022C3
MJ019857	U+1022C4
MJ019858	U+1022C5
MJ019864	U+1022C6
MJ019865	U+1022C7
MJ019875	U+1022C8
MJ019877	U+1022C9
MJ019878	U+1022CA
MJ019879	U+1022CB
MJ019880	U+1022CC
MJ019881	U+1022CD
MJ019903	U+1022CE
MJ019904	U+1022CF
MJ019906	U+1022D0
MJ019907	U+1022D1
MJ019908	U+1022D2
MJ019909	U+1022D3
MJ019910	U+1022D4
MJ019911	U+1022D5
MJ019914	U+1022D6
MJ019915	U+1022D7
MJ019920	U+1022D8
MJ019921	U+1022D9
MJ019922	U+1022DA
MJ019923	U+1022DB
MJ019937	U+1022DC
MJ019938	U+1022DD
MJ019940	U+1022DE
MJ019941	U+1022DF
MJ019942	U+1022E0
MJ019943	U+1022E1
MJ019944	U+1022E2
MJ019945	U+1022E3
MJ019952	U+1022E4
MJ019953	U+1022E5
MJ019955	U+1022E6
MJ019956	U+1022E7
MJ019957	U+1022E8
MJ019958	U+1022E9
MJ019965	U+1022EA
MJ019966	U+1022EB
MJ019971	U+1022EC
MJ019972	U+1022ED
MJ019975	U+1022EE
MJ019976	U+1022EF
MJ019977	U+1022F0
MJ019978	U+1022F1
MJ019980	U+1022F2
MJ019981	U+1022F3
MJ019982	U+1022F4
MJ019990	U+1022F5
MJ019991	U+1022F6
MJ020000	U+1022F7
MJ020001	U+1022F8
MJ020002	U+1022F9
MJ020003	U+1022FA
MJ020018	U+1022FB
MJ020019	U+1022FC
MJ020046	U+1022FD
MJ020047	U+1022FE
MJ020052	U+1022FF
MJ020053	U+102300
MJ020075	U+102301
MJ020076	U+102302
MJ020078	U+102303
MJ020080	U+102304
MJ020081	U+102305
MJ020082	U+102306
MJ020083	U+102307
MJ020084	U+102308
MJ020085	U+102309
MJ020086	U+10230A
MJ020091	U+10230B
MJ020092	U+10230C
MJ020104	U+10230D
MJ020105	U+10230E
MJ020107	U+10230F
MJ020108	U+102310
MJ020110	U+102311
MJ020111	U+102312
MJ020112	U+102313
MJ020117	U+102314
MJ020118	U+102315
MJ020127	U+102316
MJ020128	U+102317
MJ020133	U+102318
MJ020134	U+102319
MJ020135	U+10231A
MJ020144	U+10231B
MJ020145	U+10231C
MJ020150	U+10231D
MJ020151	U+10231E
MJ020162	U+10231F
MJ020163	U+102320
MJ020164	U+102321
MJ020167	U+102322
MJ020168	U+102323
MJ020169	U+102324
MJ020170	U+102325
MJ020171	U+102326
MJ020173	U+102327
MJ020174	U+102328
MJ020175	U+102329
MJ020176	U+10232A
MJ020183	U+10232B
MJ020184	U+10232C
MJ020189	U+10232D
MJ020190	U+10232E
MJ020191	U+10232F
MJ020193	U+102330
MJ020194	U+102331
MJ020195	U+102332
MJ020199	U+102333
MJ020200	U+102334
MJ020204	U+102335
MJ020205	U+102336
MJ020211	U+102337
MJ020212	U+102338
MJ020223	U+102339
MJ020224	U+10233A
MJ020228	U+10233B
MJ020229	U+10233C
MJ020233	U+10233D
MJ020234	U+10233E
MJ020246	U+10233F
MJ020247	U+102340
MJ020250	U+102341
MJ020251	U+102342
MJ020253	U+102343
MJ020254	U+102344
MJ020255	U+102345
MJ020256	U+102346
MJ020261	U+102347
MJ020262	U+102348
MJ020263	U+102349
MJ020264	U+10234A
MJ020269	U+10234B
MJ020270	U+10234C
MJ020271	U+10234D
MJ020272	U+10234E
MJ020273	U+10234F
MJ020277	U+102350
MJ020289	U+102351
MJ020290	U+102352
MJ020291	U+102353
MJ020292	U+102354
MJ020297	U+102355
MJ020298	U+102356
MJ020299	U+102357
MJ020300	U+102358
MJ020301	U+102359
MJ020302	U+10235A
MJ020303	U+10235B
MJ020304	U+10235C
MJ020319	U+10235D
MJ020320	U+10235E
MJ020322	U+10235F
MJ020323	U+102360
MJ020326	U+102361
MJ020327	U+102362
MJ020330	U+102363
MJ020331	U+102364
MJ020332	U+102365
MJ020338	U+102366
MJ020339	U+102367
MJ020344	U+102368
MJ020345	U+102369
MJ020346	U+10236A
MJ020347	U+10236B
MJ020348	U+10236C
MJ020349	U+10236D
MJ020357	U+10236E
MJ020358	U+10236F
MJ020359	U+102370
MJ020360	U+102371
MJ020361	U+102372
MJ020362	U+102373
MJ020365	U+102374
MJ020366	U+102375
MJ020367	U+102376
MJ020368	U+102377
MJ020370	U+102378
MJ020371	U+102379
MJ020376	U+10237A
MJ020379	U+10237B
MJ020380	U+10237C
MJ020381	U+10237D
MJ020382	U+10237E
MJ020383	U+10237F
MJ020384	U+102380
MJ020385	U+102381
MJ020386	U+102382
MJ020398	U+102383
MJ020399	U+102384
MJ020401	U+102385
MJ020402	U+102386
MJ020423	U+102387
MJ020424	U+102388
MJ020425	U+102389
MJ020426	U+10238A
MJ020427	U+10238B
MJ020428	U+10238C
MJ020429	U+10238D
MJ020431	U+10238E
MJ020432	U+10238F
MJ020433	U+102390
MJ020442	U+102391
MJ020443	U+102392
MJ020445	U+102393
MJ020446	U+102394
MJ020447	U+102395
MJ020448	U+102396
MJ020451	U+102397
MJ020452	U+102398
MJ020453	U+102399
MJ020454	U+10239A
MJ020455	U+10239B
MJ020456	U+10239C
MJ020457	U+10239D
MJ020458	U+10239E
MJ020469	U+10239F
MJ020470	U+1023A0
MJ020478	U+1023A1
MJ020479	U+1023A2
MJ020480	U+1023A3
MJ020502	U+1023A4
MJ020504	U+1023A5
MJ020505	U+1023A6
MJ020507	U+1023A7
MJ020508	U+1023A8
MJ020517	U+1023A9
MJ020518	U+1023AA
MJ020525	U+1023AB
MJ020526	U+1023AC
MJ020530	U+1023AD
MJ020531	U+1023AE
MJ020532	U+1023AF
MJ020539	U+1023B0
MJ020540	U+1023B1
MJ020555	U+1023B2
MJ020556	U+1023B3
MJ020564	U+1023B4
MJ020567	U+1023B5
MJ020568	U+1023B6
MJ020572	U+1023B7
MJ020573	U+1023B8
MJ020578	U+1023B9
MJ020579	U+1023BA
MJ020582	U+1023BB
MJ020583	U+1023BC
MJ020595	U+1023BD
MJ020596	U+1023BE
MJ020604	U+1023BF
MJ020605	U+1023C0
MJ020606	U+1023C1
MJ020615	U+1023C2
MJ020616	U+1023C3
MJ020618	U+1023C4
MJ020619	U+1023C5
MJ020620	U+1023C6
MJ020632	U+1023C7
MJ020633	U+1023C8
MJ020634	U+1023C9
MJ020635	U+1023CA
MJ020636	U+1023CB
MJ020637	U+1023CC
MJ020638	U+1023CD
MJ020643	U+1023CE
MJ020644	U+1023CF
MJ020647	U+1023D0
MJ020648	U+1023D1
MJ020651	U+1023D2
MJ020652	U+1023D3
MJ020654	U+1023D4
MJ020659	U+1023D5
MJ020660	U+1023D6
MJ020661	U+1023D7
MJ020665	U+1023D8
MJ020666	U+1023D9
MJ020667	U+1023DA
MJ020668	U+1023DB
MJ020672	U+1023DC
MJ020673	U+1023DD
MJ020675	U+1023DE
MJ020676	U+1023DF
MJ020679	U+1023E0
MJ020682	U+1023E1
MJ020683	U+1023E2
MJ020685	U+1023E3
MJ020686	U+1023E4
MJ020687	U+1023E5
MJ020688	U+1023E6
MJ020695	U+1023E7
MJ020696	U+1023E8
MJ020697	U+1023E9
MJ020698	U+1023EA
MJ020699	U+1023EB
MJ020700	U+1023EC
MJ020701	U+1023ED
MJ020707	U+1023EE
MJ020708	U+1023EF
MJ020709	U+1023F0
MJ020712	U+1023F1
MJ020713	U+1023F2
MJ020714	U+1023F3
MJ020716	U+1023F4
MJ020717	U+1023F5
MJ020718	U+1023F6
MJ020723	U+1023F7
MJ020724	U+1023F8
MJ020725	U+1023F9
MJ020730	U+1023FA
MJ020731	U+1023FB
MJ020736	U+1023FC
MJ020737	U+1023FD
MJ020739	U+1023FE
MJ020740	U+1023FF
MJ020741	U+102400
MJ020742	U+102401
MJ020743	U+102402
MJ020744	U+102403
MJ020746	U+102404
MJ020747	U+102405
MJ020749	U+102406
MJ020750	U+102407
MJ020753	U+102408
MJ020754	U+102409
MJ020756	U+10240A
MJ020768	U+10240B
MJ020769	U+10240C
MJ020772	U+10240D
MJ020773	U+10240E
MJ020776	U+10240F
MJ020777	U+102410
MJ020778	U+102411
MJ020779	U+102412
MJ020780	U+102413
MJ020781	U+102414
MJ020784	U+102415
MJ020785	U+102416
MJ020786	U+102417
MJ020791	U+102418
MJ020792	U+102419
MJ020796	U+10241A
MJ020797	U+10241B
MJ020798	U+10241C
MJ020816	U+10241D
MJ020817	U+10241E
MJ020818	U+10241F
MJ020819	U+102420
MJ020825	U+102421
MJ020845	U+102422
MJ020846	U+102423
MJ020847	U+102424
MJ020856	U+102425
MJ020857	U+102426
MJ020858	U+102427
MJ020859	U+102428
MJ020871	U+102429
MJ020872	U+10242A
MJ020873	U+10242B
MJ020876	U+10242C
MJ020877	U+10242D
MJ020878	U+10242E
MJ020879	U+10242F
MJ020880	U+102430
MJ020881	U+102431
MJ020883	U+102432
MJ020884	U+102433
MJ020885	U+102434
MJ020886	U+102435
MJ020887	U+102436
MJ020889	U+102437
MJ020890	U+102438
MJ020893	U+102439
MJ020894	U+10243A
MJ020895	U+10243B
MJ020896	U+10243C
MJ020897	U+10243D
MJ020898	U+10243E
MJ020899	U+10243F
MJ020905	U+102440
MJ020907	U+102441
MJ020908	U+102442
MJ020917	U+102443
MJ020918	U+102444
MJ020923	U+102445
MJ020924	U+102446
MJ020927	U+102447
MJ020928	U+102448
MJ020936	U+102449
MJ020937	U+10244A
MJ020945	U+10244B
MJ020946	U+10244C
MJ020947	U+10244D
MJ020948	U+10244E
MJ020952	U+10244F
MJ020953	U+102450
MJ020954	U+102451
MJ020959	U+102452
MJ020960	U+102453
MJ020962	U+102454
MJ020968	U+102455
MJ020969	U+102456
MJ020982	U+102457
MJ020983	U+102458
MJ020993	U+102459
MJ020994	U+10245A
MJ021002	U+10245B
MJ021003	U+10245C
MJ021013	U+10245D
MJ021014	U+10245E
MJ021018	U+10245F
MJ021019	U+102460
MJ021039	U+102461
MJ021040	U+102462
MJ021042	U+102463
MJ021043	U+102464
MJ021044	U+102465
MJ021070	U+102466
MJ021072	U+102467
MJ021073	U+102468
MJ021075	U+102469
MJ021119	U+10246A
MJ021120	U+10246B
MJ021121	U+10246C
MJ021122	U+10246D
MJ021132	U+10246E
MJ021133	U+10246F
MJ021138	U+102470
MJ021139	U+102471
MJ021141	U+102472
MJ021151	U+102473
MJ021152	U+102474
MJ021153	U+102475
MJ021154	U+102476
MJ021156	U+102477
MJ021157	U+102478
MJ021158	U+102479
MJ021159	U+10247A
MJ021164	U+10247B
MJ021165	U+10247C
MJ021168	U+10247D
MJ021169	U+10247E
MJ021170	U+10247F
MJ021171	U+102480
MJ021175	U+102481
MJ021176	U+102482
MJ021177	U+102483
MJ021180	U+102484
MJ021181	U+102485
MJ021184	U+102486
MJ021185	U+102487
MJ021186	U+102488
MJ021187	U+102489
MJ021203	U+10248A
MJ021204	U+10248B
MJ021206	U+10248C
MJ021207	U+10248D
MJ021209	U+10248E
MJ021210	U+10248F
MJ021214	U+102490
MJ021215	U+102491
MJ021217	U+102492
MJ021227	U+102493
MJ021228	U+102494
MJ021232	U+102495
MJ021233	U+102496
MJ021234	U+102497
MJ021236	U+102498
MJ021237	U+102499
MJ021238	U+10249A
MJ021239	U+10249B
MJ021253	U+10249C
MJ021254	U+10249D
MJ021256	U+10249E
MJ021257	U+10249F
MJ021258	U+1024A0
MJ021273	U+1024A1
MJ021274	U+1024A2
MJ021282	U+1024A3
MJ021283	U+1024A4
MJ021291	U+1024A5
MJ021292	U+1024A6
MJ021299	U+1024A7
MJ021300	U+1024A8
MJ021303	U+1024A9
MJ021306	U+1024AA
MJ021307	U+1024AB
MJ021312	U+1024AC
MJ021313	U+1024AD
MJ021317	U+1024AE
MJ021318	U+1024AF
MJ021319	U+1024B0
MJ021320	U+1024B1
MJ021321	U+1024B2
MJ021322	U+1024B3
MJ021323	U+1024B4
MJ021324	U+1024B5
MJ021325	U+1024B6
MJ021326	U+1024B7
MJ021327	U+1024B8
MJ021328	U+1024B9
MJ021329	U+1024BA
MJ021330	U+1024BB
MJ021332	U+1024BC
MJ021333	U+1024BD
MJ021335	U+1024BE
MJ021338	U+1024BF
MJ021340	U+1024C0
MJ021341	U+1024C1
MJ021342	U+1024C2
MJ021343	U+1024C3
MJ021344	U+1024C4
MJ021351	U+1024C5
MJ021352	U+1024C6
MJ021353	U+1024C7
MJ021354	U+1024C8
MJ021355	U+1024C9
MJ021362	U+1024CA
MJ021365	U+1024CB
MJ021366	U+1024CC
MJ021367	U+1024CD
MJ021368	U+1024CE
MJ021369	U+1024CF
MJ021370	U+1024D0
MJ021371	U+1024D1
MJ021372	U+1024D2
MJ021373	U+1024D3
MJ021374	U+1024D4
MJ021375	U+1024D5
MJ021376	U+1024D6
MJ021384	U+1024D7
MJ021385	U+1024D8
MJ021390	U+1024D9
MJ021391	U+1024DA
MJ021398	U+1024DB
MJ021399	U+1024DC
MJ021400	U+1024DD
MJ021401	U+1024DE
MJ021402	U+1024DF
MJ021407	U+1024E0
MJ021408	U+1024E1
MJ021415	U+1024E2
MJ021416	U+1024E3
MJ021427	U+1024E4
MJ021428	U+1024E5
MJ021430	U+1024E6
MJ021431	U+1024E7
MJ021433	U+1024E8
MJ021434	U+1024E9
MJ021435	U+1024EA
MJ021440	U+1024EB
MJ021441	U+1024EC
MJ021443	U+1024ED
MJ021444	U+1024EE
MJ021450	U+1024EF
MJ021451	U+1024F0
MJ021454	U+1024F1
MJ021455	U+1024F2
MJ021456	U+1024F3
MJ021457	U+1024F4
MJ021458	U+1024F5
MJ021463	U+1024F6
MJ021464	U+1024F7
MJ021465	U+1024F8
MJ021466	U+1024F9
MJ021468	U+1024FA
MJ021469	U+1024FB
MJ021476	U+1024FC
MJ021477	U+1024FD
MJ021481	U+1024FE
MJ021483	U+1024FF
MJ021484	U+102500
MJ021487	U+102501
MJ021488	U+102502
MJ021489	U+102503
MJ021490	U+102504
MJ021491	U+102505
MJ021492	U+102506
MJ021493	U+102507
MJ021494	U+102508
MJ021495	U+102509
MJ021496	U+10250A
MJ021497	U+10250B
MJ021498	U+10250C
MJ021499	U+10250D
MJ021500	U+10250E
MJ021501	U+10250F
MJ021502	U+102510
MJ021505	U+102511
MJ021506	U+102512
MJ021507	U+102513
MJ021508	U+102514
MJ021509	U+102515
MJ021510	U+102516
MJ021511	U+102517
MJ021512	U+102518
MJ021513	U+102519
MJ021514	U+10251A
MJ021515	U+10251B
MJ021516	U+10251C
MJ021517	U+10251D
MJ021518	U+10251E
MJ021519	U+10251F
MJ021522	U+102520
MJ021523	U+102521
MJ021524	U+102522
MJ021525	U+102523
MJ021526	U+102524
MJ021527	U+102525
MJ021528	U+102526
MJ021529	U+102527
MJ021530	U+102528
MJ021531	U+102529
MJ021533	U+10252A
MJ021534	U+10252B
MJ021535	U+10252C
MJ021536	U+10252D
MJ021537	U+10252E
MJ021538	U+10252F
MJ021539	U+102530
MJ021540	U+102531
MJ021541	U+102532
MJ021542	U+102533
MJ021544	U+102534
MJ021545	U+102535
MJ021547	U+102536
MJ021548	U+102537
MJ021549	U+102538
MJ021550	U+102539
MJ021551	U+10253A
MJ021552	U+10253B
MJ021555	U+10253C
MJ021556	U+10253D
MJ021557	U+10253E
MJ021558	U+10253F
MJ021559	U+102540
MJ021560	U+102541
MJ021561	U+102542
MJ021562	U+102543
MJ021563	U+102544
MJ021564	U+102545
MJ021565	U+102546
MJ021566	U+102547
MJ021567	U+102548
MJ021568	U+102549
MJ021569	U+10254A
MJ021570	U+10254B
MJ021571	U+10254C
MJ021572	U+10254D
MJ021573	U+10254E
MJ021574	U+10254F
MJ021575	U+102550
MJ021576	U+102551
MJ021577	U+102552
MJ021578	U+102553
MJ021579	U+102554
MJ021580	U+102555
MJ021581	U+102556
MJ021582	U+102557
MJ021583	U+102558
MJ021584	U+102559
MJ021585	U+10255A
MJ021586	U+10255B
MJ021587	U+10255C
MJ021588	U+10255D
MJ021589	U+10255E
MJ021590	U+10255F
MJ021591	U+102560
MJ021592	U+102561
MJ021593	U+102562
MJ021594	U+102563
MJ021596	U+102564
MJ021597	U+102565
MJ021598	U+102566
MJ021599	U+102567
MJ021600	U+102568
MJ021601	U+102569
MJ021604	U+10256A
MJ021605	U+10256B
MJ021606	U+10256C
MJ021607	U+10256D
MJ021608	U+10256E
MJ021609	U+10256F
MJ021610	U+102570
MJ021611	U+102571
MJ021613	U+102572
MJ021614	U+102573
MJ021615	U+102574
MJ021616	U+102575
MJ021617	U+102576
MJ021618	U+102577
MJ021619	U+102578
MJ021620	U+102579
MJ021621	U+10257A
MJ021627	U+10257B
MJ021628	U+10257C
MJ021629	U+10257D
MJ021630	U+10257E
MJ021632	U+10257F
MJ021633	U+102580
MJ021634	U+102581
MJ021635	U+102582
MJ021636	U+102583
MJ021637	U+102584
MJ021638	U+102585
MJ021639	U+102586
MJ021640	U+102587
MJ021641	U+102588
MJ021642	U+102589
MJ021643	U+10258A
